Molecule name,Electronic state,Reduced mass,Te cm^{-1},omega_e cm^{-1},omega_ex_e cm^{-1},Be cm^{-1},alpha_e cm^{-1},De 10^{-7}cm^{-1},Re \AA,D0 eV,IP eV,Reference,Date of reference
SnCl,X$_2$ $^2\Pi_{3/2}$,27.0731195,2356.6,354.4,1.05,0.1122,0.0004,,2.356,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnCl,A' $^2\Sigma^+$,27.0731195,19418.4,232.3,0.71,0.0908,,,2.619,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnCl,B $^2\Sigma^+$,27.0731195,33583.3,431.8,1.25,0.1216,0.0006,,2.263,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnCl,A $^2\Delta$,27.0731195,26695,169.1,6.8,,,,2.619,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnCl,A $^2\Delta$,27.0731195,27063,263.6,6.8,,,,2.619,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnF,X $^2\Pi_{1/2}$,16.3618865,0,577.64,2.69,0.2727,0.0014,2.62,1.944,4.9,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnF,X $^2\Pi_{3/2}$,16.3618865,2316.9,582.67,2.82,0.2738,0.0014,2.25,1.94,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnF,A $^2\Sigma^+$,16.3618865,20136.9,415.76,2.206,0.2471,0.0026,3.82,2.042,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SnI,X $^2 \Pi_{1/2}$,61.67679222,0,197.8,0.4198,,,,2.7323453,,,"C. J. Evans, L.-M. E. Needham, N. R. Walker, H. K¬ockert, D. P. Zaleski and S. L. Stephens, J. Chem. Phys., 2015, 143, 244309.",2015
SnO,X,14.11764706,0,814.6,3.73,0.3557191,0.0021429,2.66,1.832505,5.49,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
SnS,X,25.26315789,0,487.26,1.358,0.13686139,0.00050563,4.24,2.209026,4.77,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
SnSe,X,48,0,331.2,0.736,0.06499777,0.00017048,1.1,2.325601,4.2,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
SnTe,X,62.4,0,259,0.5,0.0425,0.0001,,2.523,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
SO,X $^3\Sigma^-$,10.66130292,0,1149.22,5.63,0.7208171,0.0057367,11.34,1.481087,5.359,10.29,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Aug-77
SO,a $^1\Delta$,10.66130292,6350,,,0.7103383,,11.68,1.491971,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Aug-77
SO,b $^1\Sigma^+$,10.66130292,10510,1068.6,7.25,0.70262,0.00635,12,1.5001,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Aug-77
SO,A $^3\Pi_0$,10.66130292,38306,415.2,1.6,0.6067,0.0194,37,1.6144,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Aug-77
SO,A $^3\Pi_1$,10.66130292,38462,413.3,1.6,0.6107,0.0194,40,1.6091,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Aug-77
SO,A $^3\Pi_2$,10.66130292,38622,412.7,1.7,0.6164,0.0204,48,1.6016,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Aug-77
SO,B $^3\Sigma^-$,10.66130292,41629,630.4,4.79,0.502,0.0062,12.8,1.775,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Aug-77
SrCl,X$^2\Sigma^{+}$,25.2402,0,302.63,0.966,0.1015588,0.000452,0.458,2.57,,,"H-U Sch�tze-Pahlmann et al. Millimeter wave spectra of the 2Σ radicals SrF and SrCl”. , Chemical Physics Letters 93.1 (1982), pp. 74–77.",1982
SrCl,A$^2\Pi$,25.2402,14966.727,309.625,0.996,0.1029887,0.0004606,0.4594,2.55,,,"J.O. Schr�der, B. Zeller, and W.E. Ernst, The A2Pi-X2Sigma  transition of SrCl: Rotational analysis and deperturbation”. In: Journal of Molecular Spectroscopy 127.1 (1988), pp. 255–271. issn: 0022-2852.",1988
SrCl,X,25.04065041,0,302.4,0.95,0.1016,0.00045,,2.576,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
SrD,X $^2\Sigma^+$,1.96898856,0,841,8.6,1.8609,0.0292,347,2.1449,1.7,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrD,B $^2\Sigma^+$,1.96898856,14335,857,10,1.9426,0.0349,402,2.0994,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrF,X $^2\Sigma^+$,15.6221112,0,502.4,2.27,0.25053,0.001546,2.49,2.07537,5.58,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Oct-77
SrF,A $^2\Pi$,15.6221112,15068.3,507.9,2.21,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Oct-77
SrF,A $^2\Pi$,15.6221112,15349,507.3,2.18,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Oct-77
SrF,B $^2\Sigma^+$,15.6221112,17267.42,495.8,2.34,0.249396,0.001557,2.52,2.0801,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Oct-77
SrF,$A^2\Pi_{1/2}$,15.6221112,15072.09,509.38,2.18,0.2536135,0.00156,2.546,2.062729143,,,"John F. Barry, PhD thesis, Yale University, 2013",2013
SrH,X $^2\Sigma^+$,0.99640162,0,1206.2,17,3.6751,0.0814,1350,2.1456,1.66,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrH,A $^2\Pi$,0.99640162,,,,3.668,,1330,2.148,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrH,A $^2\Pi$,0.99640162,,,,3.679,,1130,2.144,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrH,B $^2\Sigma^+$,0.99640162,14340,1193,19,3.8788,0.093,1730,2.0885,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrH,$A^2\Pi$,0.99640162,13500.571,1253.908,18.025,3.76113,0.08136,1353.37,2.1461,,,"O. Appelblad, L. Klynnig, J. W. C. Johns, Physica Scripta, 33, 415-419, 1986",1986
SrI,X $^2 \Sigma^{+}$,51.83256176,0,173.769,0.35,0.0374,,0.0656,2.974,2.9,5.62,"[1]- J.O. Schroder, ¬ C. Nitsch, W.E. Ernst, Polarization spectroscopy of SrI in a heat pipe-The  $B \ {}^2 \Sigma_{+} \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 132 (1988) 166Ð177. 
[2]- W.E. Ernst, J.O. Schroder, ¬ B. Zeller, Rotational analysis and deperturbation of the SrI $A \ {}^2 \Pi \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 135 (1989) 161Ð168. 
[3] S. Antrobus, D. Husain, J. Lei, F. Castano, ÷ M.N. Sanchez Rayo, Kinetic study of the molecular chemiluminescence SrI (A2 ?1/2, 3/2 and B2 ?+?X2 ?+) and the atomic resonance fluorescence Sr (53P1 ? 51 S0) following the pulsed dye-laser generation of Sr (53 P1) in the presence of CH3I, Zeitschrift fŸr Physikalische Chemie 190 (1995) 267Ð287. 
[4] A. Bernard, C. Effantin, J. dÕIncan, A. Topouzkhanian, G. Wannous, Laser-excited fluorescence spectra of strontium monoiodide, J. Mol. Spectrosc. 195 (1999) 11Ð21. 
[5] J.A. Kerr, K.P. Huber, G. Herzberg, Molecular spectra and molecular structure: IV constants of diatomic molecules, Anal. Chim. Acta. 144 (1982) 628Ð629.  
[6] Chase, M.W., Jr., NIST-JANAF Thermochemical Tables, Fourth Edition, J. Phys. Chem. Ref. Data, Monograph 9, 1998, 1-1951. 
[7] Belyaev, V.N.; Gotkis, I.S.; Lebedeva, N.L.; Krasnov, K.S., Ionization potentials of MX molecules 
(M = Ca, Sr, Ba; X = F, Cl, Br, I, OH, O), Russ. J. Phys. Chem., 1990, 64, 773.",[1] 1988 [2] 1989 [3] 1995 [4] 1999 [5] 1982 [6] 1998 [7] 1990
SrI,A $^2 \Pi$,51.83256176,14591.39,178.527,0.3773,0.0372,,0.06471,2.9524,2.9,5.62,"[1]- J.O. Schroder, ¬ C. Nitsch, W.E. Ernst, Polarization spectroscopy of SrI in a heat pipe-The  $B \ {}^2 \Sigma_{+} \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 132 (1988) 166Ð177. 
[2]- W.E. Ernst, J.O. Schroder, ¬ B. Zeller, Rotational analysis and deperturbation of the SrI $A \ {}^2 \Pi \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 135 (1989) 161Ð168. 
[3] S. Antrobus, D. Husain, J. Lei, F. Castano, ÷ M.N. Sanchez Rayo, Kinetic study of the molecular chemiluminescence SrI (A2 ?1/2, 3/2 and B2 ?+?X2 ?+) and the atomic resonance fluorescence Sr (53P1 ? 51 S0) following the pulsed dye-laser generation of Sr (53 P1) in the presence of CH3I, Zeitschrift fŸr Physikalische Chemie 190 (1995) 267Ð287. 
[4] A. Bernard, C. Effantin, J. dÕIncan, A. Topouzkhanian, G. Wannous, Laser-excited fluorescence spectra of strontium monoiodide, J. Mol. Spectrosc. 195 (1999) 11Ð21. 
[5] J.A. Kerr, K.P. Huber, G. Herzberg, Molecular spectra and molecular structure: IV constants of diatomic molecules, Anal. Chim. Acta. 144 (1982) 628Ð629.  
[6] Chase, M.W., Jr., NIST-JANAF Thermochemical Tables, Fourth Edition, J. Phys. Chem. Ref. Data, Monograph 9, 1998, 1-1951. 
[7] Belyaev, V.N.; Gotkis, I.S.; Lebedeva, N.L.; Krasnov, K.S., Ionization potentials of MX molecules 
(M = Ca, Sr, Ba; X = F, Cl, Br, I, OH, O), Russ. J. Phys. Chem., 1990, 64, 773.",[1] 1988 [2] 1989 [3] 1995 [4] 1999 [5] 1982 [6] 1998 [7] 1990
SrI,B $^2 \sigma_{+]$,51.83256176,14807.33,183.479,0.471,0.0375,,0.06664,2.9422,2.9,5.62,"[1]- J.O. Schroder, ¬ C. Nitsch, W.E. Ernst, Polarization spectroscopy of SrI in a heat pipe-The  $B \ {}^2 \Sigma_{+} \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 132 (1988) 166Ð177. 
[2]- W.E. Ernst, J.O. Schroder, ¬ B. Zeller, Rotational analysis and deperturbation of the SrI $A \ {}^2 \Pi \ \leftrightarrow X \ {}^2 \Sigma^{+}$ (0,0) system, J. Mol. Spectrosc. 135 (1989) 161Ð168. 
[3] S. Antrobus, D. Husain, J. Lei, F. Castano, ÷ M.N. Sanchez Rayo, Kinetic study of the molecular chemiluminescence SrI (A2 ?1/2, 3/2 and B2 ?+?X2 ?+) and the atomic resonance fluorescence Sr (53P1 ? 51 S0) following the pulsed dye-laser generation of Sr (53 P1) in the presence of CH3I, Zeitschrift fŸr Physikalische Chemie 190 (1995) 267Ð287. 
[4] A. Bernard, C. Effantin, J. dÕIncan, A. Topouzkhanian, G. Wannous, Laser-excited fluorescence spectra of strontium monoiodide, J. Mol. Spectrosc. 195 (1999) 11Ð21. 
[5] J.A. Kerr, K.P. Huber, G. Herzberg, Molecular spectra and molecular structure: IV constants of diatomic molecules, Anal. Chim. Acta. 144 (1982) 628Ð629.  
[6] Chase, M.W., Jr., NIST-JANAF Thermochemical Tables, Fourth Edition, J. Phys. Chem. Ref. Data, Monograph 9, 1998, 1-1951. 
[7] Belyaev, V.N.; Gotkis, I.S.; Lebedeva, N.L.; Krasnov, K.S., Ionization potentials of MX molecules 
(M = Ca, Sr, Ba; X = F, Cl, Br, I, OH, O), Russ. J. Phys. Chem., 1990, 64, 773.",[1] 1988 [2] 1989 [3] 1995 [4] 1999 [5] 1982 [6] 1998 [7] 1990
SrO,X $^1\Sigma^+$,13.53258615,0,653.49,3.96,0.33798,0.002194,3.6,1.91983,4.88,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrO,a $^3\Pi$,13.53258615,9149,463.5,1.61,0.2584,0.002,,2.196,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrO,A' $^1\Pi$,13.53258615,9400,472.8,2.06,0.2565,0.0017,,2.204,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrO,A $^1\Sigma^+$,13.53258615,10886.59,619.58,0.89,0.30471,0.00112,3.2,2.0219,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrO,B $^1\Pi$,13.53258615,24701,519.91,3.24,0.2937,0.0015,5,2.059,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrS,X $^1\Sigma^+$,23.444937,0,388.38,1.31,0.12072,0.00044,0.475,2.4405,3.48,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
SrS,B $^1\Sigma^+$,23.444937,39332.1,286.8,0.84,0.10566,0.00032,0.575,2.6087,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-77
T2,X ${ }^{1} \Sigma_{g}^{+} \ 1s \sigma$,1.5,0,2546.47,41.23,20.335,0.5887,,0.74142,4.59097,15.4867,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
TaO,X,14.70050761,0,1028.7,3.5,0.4028,0.0018,,1.687,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
Te2,$X_1 \ {}^3 \Sigma_{g}^{-} \ L_g$,13.9884643,0,247.07,0.5148,0.039681,0.000106,0.044,2.5574,2.677,8.29,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
Te2,$X_1 \ {}^3 \Sigma_{g}^{-} \ O_{g}^{+}$,13.9884643,1974.97,250.033,0.5155,0.03982,0.0001002,,2.553,2.677,8.29,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
Te2,A  $O^{+}_{u}$,13.9884643,19450.8,143.588,0.4543,0.031238,0.00013,,2.8824,2.677,8.29,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
Te2,$B_1 \ {}^3 \Sigma_{g}^{-} \ O_{u}^{+}$,13.9884643,22207.4,162.32,0.453,0.032535,0.000125,,2.8244,2.677,8.29,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
TeO,X,14.24657534,0,797.11,4,0.3554,0.00237,2.7,1.825,,8.72,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
TeS,X$_1$ $0^+$,25.6573697,0,471.18,1.57,0.13216,0.0005,0.4,2.2297,3.5,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TeS,X$_2$ $1$,25.6573697,,472,,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TeS,A $0^+$,25.6573697,23549,204.23,1.018,0.09762,0.00075,0.7,2.594,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TeS,B $0^+$,25.6573697,24530,250.3,3.37,0.1027,0.0012,1.1,2.529,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TeSe,X,48.46601942,0,316.24,0.738,0.0619,0.00018,0.095,2.372,3,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
TF,X $^1\Sigma^{+} \ 1s \sigma^2$,2.590909091,0,2508.54,32.54,7.692,0.176,2.6,0.9176,5.968,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
ThO,X $^1\Sigma^+$,14.96345018,0,895.77,2.39,0.33264,0.001302,1.833,1.84032,9,6,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-75
ThO,H $^1\Phi$,14.96345018,5321,864,2.4,0.326427,0.001258,1.864,1.85776,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-75
ThO,A $^1\Sigma^+$,14.96345018,10625.54,841.48,2.44,0.323044,0.001294,1.866,1.86746,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-75
ThO,B $^1\Pi$,14.96345018,11155.57,842.8,2.18,0.32364,0.00129,1.882,1.8638,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-75
ThO,B $^1\Pi$,14.96345018,11155.57,842.8,2.18,0.324973,0.001299,1.942,1.8638,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-75
TiF,X $^4 \Phi_{3/2}$,13.6001984,0,650.60096,,0.365963,0.0024921,4.1247,1.8311,5.898,,"[1]Imajo, T., Kobayashi, Y., Nakashima, Y., Tanaka, K. and Tanaka, T., 2005. Fourier transform emission spectroscopy of the TiF radical in the 407 nm region. Journal of Molecular Spectroscopy, 230(2), pp.139-148.  [2]Ram, R. and Bernath, P., 2005. Fourier transform emission spectroscopy of the F4?РX4? system of TiF. Journal of Molecular Spectroscopy, 231(2), pp.165-170. [3] Ram, R., Peers, J., Teng, Y., Adam, A., Muntianu, A., Bernath, P. and Davis, S., 1997. Laser and Fourier Transform Emission Spectroscopy of theG4?РX4? System of TiF. Journal of Molecular Spectroscopy, 184(1), pp.186-201.",[1] APR-2005 [2] JUN-2005 [3] 1997
TiF,X $^4 \Phi_{5/2}$,13.6001984,0,650.6812,,0.3683001,0.0025376,4.47905,1.8311,5.898,,"[1]Imajo, T., Kobayashi, Y., Nakashima, Y., Tanaka, K. and Tanaka, T., 2005. Fourier transform emission spectroscopy of the TiF radical in the 407 nm region. Journal of Molecular Spectroscopy, 230(2), pp.139-148.  [2]Ram, R. and Bernath, P., 2005. Fourier transform emission spectroscopy of the F4?РX4? system of TiF. Journal of Molecular Spectroscopy, 231(2), pp.165-170. [3] Ram, R., Peers, J., Teng, Y., Adam, A., Muntianu, A., Bernath, P. and Davis, S., 1997. Laser and Fourier Transform Emission Spectroscopy of theG4?РX4? System of TiF. Journal of Molecular Spectroscopy, 184(1), pp.186-201.",[1] APR-2005 [2] JUN-2005 [3] 1997
TiF,X $^4 \Phi_{7/2}$,13.6001984,0,650.731,,0.370692,0.0025754,4.85595,1.8311,5.898,,"[1]Imajo, T., Kobayashi, Y., Nakashima, Y., Tanaka, K. and Tanaka, T., 2005. Fourier transform emission spectroscopy of the TiF radical in the 407 nm region. Journal of Molecular Spectroscopy, 230(2), pp.139-148.  [2]Ram, R. and Bernath, P., 2005. Fourier transform emission spectroscopy of the F4?РX4? system of TiF. Journal of Molecular Spectroscopy, 231(2), pp.165-170. [3] Ram, R., Peers, J., Teng, Y., Adam, A., Muntianu, A., Bernath, P. and Davis, S., 1997. Laser and Fourier Transform Emission Spectroscopy of theG4?РX4? System of TiF. Journal of Molecular Spectroscopy, 184(1), pp.186-201.",[1] APR-2005 [2] JUN-2005 [3] 1997
TiF,X $^4 \Phi_{9/2}$,13.6001984,0,650.7815,,0.3731709,0.0026112,5.27415,1.8311,5.898,,"[1]Imajo, T., Kobayashi, Y., Nakashima, Y., Tanaka, K. and Tanaka, T., 2005. Fourier transform emission spectroscopy of the TiF radical in the 407 nm region. Journal of Molecular Spectroscopy, 230(2), pp.139-148.  [2]Ram, R. and Bernath, P., 2005. Fourier transform emission spectroscopy of the F4?РX4? system of TiF. Journal of Molecular Spectroscopy, 231(2), pp.165-170. [3] Ram, R., Peers, J., Teng, Y., Adam, A., Muntianu, A., Bernath, P. and Davis, S., 1997. Laser and Fourier Transform Emission Spectroscopy of theG4?РX4? System of TiF. Journal of Molecular Spectroscopy, 184(1), pp.186-201.",[1] APR-2005 [2] JUN-2005 [3] 1997
TiH,X$^4\Phi$,0.987,0,1548.9,20.2,5.4975,0.286,2560,1.779,,,"A. Burrows, M. Dulick, C.W. Bauschlicher, Jr., P.F. Bernath, R.S. Ram, C.M. Sharp and J.A. Milsom. Spectroscopic Constants, Abundances and Opacities of the TiH Molecule. Astrophys. J 624, 988-1002 (2005). ",2005
TiH,A$^4\Phi$,0.987,10595,1342.6,21.3,4.9915,0.274,2600,1.867,,,"A. Burrows, M. Dulick, C.W. Bauschlicher, Jr., P.F. Bernath, R.S. Ram, C.M. Sharp and J.A. Milsom. Spectroscopic Constants, Abundances and Opacities of the TiH Molecule. Astrophys. J 624, 988-1002 (2005). ",2005
TiN,X $^2\Sigma^+$,10.8379,0,,,,,,1.582,,,"T. M. Dunn, L. K. Hanson, R. A. Rubinson, J. Phys. 48, 1657 (1970)",1970
TiN,X $^2\Sigma^+$,10.8379,0,1039,,,,,,,,"A. E. Douglas, P. M. Veilleti, J. Chem. Phys. 72, 5378 (1980)",1980
TiO,X $^3\Delta$,11.99388519,0,1009.02,4.498,0.53541,0.00301,6.03,1.62022,6.87,6.4,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,X $^3\Delta$,11.99388519,96.4,1009.02,4.498,0.53541,0.00301,6.03,1.62022,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,X $^3\Delta$,11.99388519,197.5,1009.02,4.498,0.53541,0.00301,6.03,1.62022,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,a $^1\Delta$,11.99388519,,1009.3,3.93,0.5376,0.00298,5.9,1.61692,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,d $^1\Sigma^+$,11.99388519,,1014.6,4.64,0.54922,0.0037,6,1.59972,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,E $^3\Pi$,11.99388519,12025,924.2,5.1,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,A $^3\Phi$,11.99388519,14089.91,867.78,3.942,0.50739,0.00315,6.92,1.66436,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,A $^3\Phi$,11.99388519,14262.8,867.78,3.942,0.50739,0.00315,6.92,1.66436,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,A $^3\Phi$,11.99388519,14431,867.78,3.942,0.50739,0.00315,6.92,1.66436,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,b $^1\Pi$,11.99388519,,911.2,3.72,0.51337,0.00291,6.1,1.65464,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,B $^3\Pi$,11.99388519,16293.5,875,5,0.50617,,6.86,1.66636,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,B $^3\Pi$,11.99388519,16345.1,875,5,0.50617,,6.86,1.66636,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiO,B $^3\Pi$,11.99388519,16331.3,875,5,0.50617,,6.86,1.66636,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Nov-77
TiS,X $^3\Delta$_1$,19.1816179,0,558.37,1.95,0.2018,0.0009,1.035,2.0825,4.75,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-75
